2025-09-10 00:00:11.942 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.dau_mau
2025-09-10 00:00:29.368 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:32.109 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2741.57 ms)
2025-09-10 00:00:32.110 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.refresh_timeliness (2778.70 ms)
2025-09-10 00:00:32.110 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [reliability.refresh_timeliness] score=3 | rationale=70% of dashboards are within SLA, but there is one critical stale dashboard that impacts trust. The lateness of the high-priority dashboard is concerning as it is not refreshed daily as required.
2025-09-10 00:00:32.110 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [reliability.refresh_timeliness] gaps=['Critical stale dashboard present; ensure timely refresh of high-priority content to improve trust.']
2025-09-10 00:00:32.111 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.cross_links
2025-09-10 00:00:32.170 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:35.496 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3325.58 ms)
2025-09-10 00:00:35.496 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.cross_links (3385.45 ms)
2025-09-10 00:00:35.496 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [features.cross_links] score=2 | rationale=Only 50% of dashboards are linked, but overall link usage is low, indicating limited engagement. The lack of links in the second dashboard contributes to a significant limitation in traversal opportunities.
2025-09-10 00:00:35.496 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [features.cross_links] gaps=['Increase link coverage across all dashboards to reach at least 15% linked with higher usage to improve score.']
2025-09-10 00:00:35.497 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.coverage
2025-09-10 00:00:35.550 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:40.195 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (4645.25 ms)
2025-09-10 00:00:40.196 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.coverage (4699.13 ms)
2025-09-10 00:00:40.196 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [governance.coverage] score=2 | rationale=Only one dashboard is certified and owned, while the other lacks both certification and ownership, indicating significant governance gaps. The absence of an owner for the second dashboard is a critical issue.
2025-09-10 00:00:40.196 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [governance.coverage] flags=['missing_owner', 'missing_certification']
2025-09-10 00:00:40.196 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [governance.coverage] gaps=['Missing owner for dashboard d2 → assign ownership to ensure accountability.', 'Dashboard d2 not certified → establish certification process to enhance trust.']
2025-09-10 00:00:40.197 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.data.source_diversity
2025-09-10 00:00:40.249 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:43.185 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2936.08 ms)
2025-09-10 00:00:43.185 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.data.source_diversity (2988.66 ms)
2025-09-10 00:00:43.185 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [data.source_diversity] score=3 | rationale=Three sources suggest some variety; however, the lack of clear domain coverage limits the score.
2025-09-10 00:00:43.185 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [data.source_diversity] flags=['domain_mix_unknown']
2025-09-10 00:00:43.186 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [data.source_diversity] gaps=['Domain mix unknown → tag each source to domain (ERP/CRM/Support) → show ≥3 domains represented (unlocks score 4).']
2025-09-10 00:00:43.186 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.democratization.self_service
2025-09-10 00:00:43.235 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:45.893 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2658.09 ms)
2025-09-10 00:00:45.893 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.democratization.self_service (2707.38 ms)
2025-09-10 00:00:45.893 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [democratization.self_service] score=3 | rationale=Creator share is 50% among active users, indicating strong engagement; however, department breadth is unknown, limiting the score.
2025-09-10 00:00:45.893 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [democratization.self_service] flags=['coverage_unknown']
2025-09-10 00:00:45.893 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [democratization.self_service] gaps=['Department spread unknown → report creators by department and coverage % → reach ≥60% dept coverage (unlocks score 4).']
2025-09-10 00:00:45.894 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.decision.traceability
2025-09-10 00:00:45.966 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:49.168 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3201.68 ms)
2025-09-10 00:00:49.168 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.decision.traceability (3274.58 ms)
2025-09-10 00:00:49.168 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [decision.traceability] score=2 | rationale=Only one of the two decisions is linked to a dashboard and has evidence, indicating limited coverage. Additionally, the recency of the decisions is not optimal, with only one decision being recent.
2025-09-10 00:00:49.168 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [decision.traceability] gaps=['Coverage unclear → compute exact % decisions linked with evidence in last 30–60d → achieve ≥15% linked decisions (unlocks score 3).']
2025-09-10 00:00:49.169 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.weekly_active_trend
2025-09-10 00:00:49.218 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:51.629 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2410.46 ms)
2025-09-10 00:00:51.629 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.weekly_active_trend (2460.48 ms)
2025-09-10 00:00:51.629 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [usage.weekly_active_trend] score=3 | rationale=WAU appears flat with some noise, as there are distinct users active across the weeks but no clear upward trend. The sample size is limited, which affects the reliability of the assessment.
2025-09-10 00:00:51.629 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [usage.weekly_active_trend] gaps=['Sample size is small; provide WAU counts for the last 4 weeks to assess stability and growth potential.']
2025-09-10 00:00:51.630 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.retention_4w
2025-09-10 00:00:51.661 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:55.042 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3381.22 ms)
2025-09-10 00:00:55.043 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.retention_4w (3412.99 ms)
2025-09-10 00:00:55.043 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [usage.retention_4w] score=1 | rationale=Retention is below 15%, indicating significant challenges in user engagement; the lack of returning users in weeks 2-4 is a critical issue.
2025-09-10 00:00:55.043 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [usage.retention_4w] gaps=['Insufficient data on returning users in weeks 2-4 → report on user activity across these weeks to identify engagement patterns.']
2025-09-10 00:00:55.043 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.export_rate
2025-09-10 00:00:55.111 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:00:57.621 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2509.82 ms)
2025-09-10 00:00:57.622 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.export_rate (2578.47 ms)
2025-09-10 00:00:57.622 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [features.export_rate] score=1 | rationale=No export or download actions were recorded, indicating less than 5% egress activity. Additionally, there is no evidence of governance policies in place.
2025-09-10 00:00:57.622 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [features.export_rate] gaps=['No export actions recorded → add export activity to assess egress share.', 'Export governance unknown → add policy enforcement status + exception rate.']
2025-09-10 00:00:57.622 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.alerts_usage
2025-09-10 00:00:57.656 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:00.058 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2402.41 ms)
2025-09-10 00:01:00.059 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.alerts_usage (2437.00 ms)
2025-09-10 00:01:00.059 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [features.alerts_usage] score=1 | rationale=There is no evidence of alert or subscription actions; only view actions are present, indicating near zero adoption of alerts/subscriptions.
2025-09-10 00:01:00.059 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [features.alerts_usage] gaps=['No alert or subscription events present → need to track alert/subscription actions to assess adoption and delivery.']
2025-09-10 00:01:00.059 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.sla_breach_streaks
2025-09-10 00:01:00.115 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:02.160 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2045.39 ms)
2025-09-10 00:01:02.161 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.sla_breach_streaks (2101.39 ms)
2025-09-10 00:01:02.161 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [reliability.sla_breach_streaks] score=1 | rationale=The high-priority dashboard has not been refreshed according to its daily SLA, indicating a chronic breach. The lack of refresh for the critical asset erodes trust significantly.
2025-09-10 00:01:02.161 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.error_rate_queries
2025-09-10 00:01:02.216 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:04.132 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (1916.66 ms)
2025-09-10 00:01:04.133 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.error_rate_queries (1971.55 ms)
2025-09-10 00:01:04.133 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [reliability.error_rate_queries] score=5 | rationale=There are no 'error' actions recorded, indicating a 0% error rate, which is excellent. The absence of any high-severity incidents further supports a top score.
2025-09-10 00:01:04.133 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.pii_coverage
2025-09-10 00:01:04.195 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:07.446 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3251.14 ms)
2025-09-10 00:01:07.446 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.pii_coverage (3313.08 ms)
2025-09-10 00:01:07.446 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [governance.pii_coverage] score=2 | rationale=There is a lack of explicit PII tagging and access policies across the dashboards, with only one dashboard showing any relevant metadata. This significant gap in controls limits the overall score.
2025-09-10 00:01:07.447 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [governance.pii_coverage] flags=['missing_pii_tag', 'missing_access_policy']
2025-09-10 00:01:07.447 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [governance.pii_coverage] gaps=['No PII tags or access policies present in most dashboards → implement consistent PII tagging and access control policies across all assets to improve governance.']
2025-09-10 00:01:07.447 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.lineage_coverage
2025-09-10 00:01:07.473 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:11.371 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3897.82 ms)
2025-09-10 00:01:11.371 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.lineage_coverage (3924.32 ms)
2025-09-10 00:01:11.371 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [governance.lineage_coverage] score=2 | rationale=Only one dashboard has an owner, and the second dashboard lacks both ownership and metadata, indicating sparse documentation overall. The absence of lineage and glossary for the second dashboard significantly limits the coverage score.
2025-09-10 00:01:11.372 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [governance.lineage_coverage] flags=['owner_missing', 'lineage_missing', 'glossary_missing']
2025-09-10 00:01:11.372 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [governance.lineage_coverage] gaps=['Owner missing for dashboard d2 → assign an owner to all dashboards to improve accountability.', 'Lineage and glossary missing for dashboard d2 → include these elements to enhance documentation completeness.']
2025-09-10 00:01:11.372 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.data.cost_efficiency
2025-09-10 00:01:11.395 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:14.262 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2867.53 ms)
2025-09-10 00:01:14.263 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.data.cost_efficiency (2890.85 ms)
2025-09-10 00:01:14.263 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [data.cost_efficiency] score=4 | rationale=The source mix is healthy with a balance of Snowflake, Postgres, and Salesforce, indicating good diversity. However, there is a minor issue with staleness in the high-priority dashboard, which was last refreshed two days past its daily SLA.
2025-09-10 00:01:14.263 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [data.cost_efficiency] flags=['stale_assets_present']
2025-09-10 00:01:14.263 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [data.cost_efficiency] gaps=['Staleness in high-priority dashboard → ensure all critical assets are refreshed within SLA to maintain efficiency (unlocks score 5).']
2025-09-10 00:01:14.263 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.democratization.dept_coverage
2025-09-10 00:01:14.299 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:17.115 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2816.27 ms)
2025-09-10 00:01:17.115 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.democratization.dept_coverage (2851.75 ms)
2025-09-10 00:01:17.115 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [democratization.dept_coverage] score=3 | rationale=Creators are present in 3 out of 4 departments, indicating a reasonable level of democratization. However, the total number of departments is not explicitly known, which limits the certainty of the coverage percentage.
2025-09-10 00:01:17.116 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [democratization.dept_coverage] flags=['denominator_unknown']
2025-09-10 00:01:17.116 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [democratization.dept_coverage] gaps=['Total number of departments unknown → report total departments considered to clarify coverage percentage.']
2025-09-10 00:01:17.119 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.dau_mau
2025-09-10 00:01:17.146 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:19.538 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2392.05 ms)
2025-09-10 00:01:19.539 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.dau_mau (2420.53 ms)
2025-09-10 00:01:19.539 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [usage.dau_mau] score=1 | rationale=Stickiness is not computable due to severe data sparsity; only 5 distinct user events across 30 days limit reliable analysis.
2025-09-10 00:01:19.540 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [usage.dau_mau] flags=['data_sparsity']
2025-09-10 00:01:19.540 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [usage.dau_mau] gaps=['Insufficient daily coverage → provide more user events across the last 30 days to enable reliable DAU/MAU calculation.']
2025-09-10 00:01:19.540 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.creators_ratio
2025-09-10 00:01:19.593 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:21.870 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2277.20 ms)
2025-09-10 00:01:21.871 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.creators_ratio (2330.68 ms)
2025-09-10 00:01:21.871 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [usage.creators_ratio] score=2 | rationale=With only 40% of active users being creators, the enablement is limited; there is no department spread information available to assess breadth, which is a significant limiter.
2025-09-10 00:01:21.871 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [usage.creators_ratio] flags=['dept_spread_unknown']
2025-09-10 00:01:21.871 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [usage.creators_ratio] gaps=['Department spread unknown → report creators by department and coverage % → reach ≥60% dept coverage (unlocks score 4).']
2025-09-10 00:01:21.871 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.session_depth
2025-09-10 00:01:21.930 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:24.328 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2397.47 ms)
2025-09-10 00:01:24.328 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.session_depth (2457.25 ms)
2025-09-10 00:01:24.329 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [usage.session_depth] score=3 | rationale=Average session duration is 280s with 4 pages, indicating decent engagement; however, the repeat cadence is sparse, limiting the overall score.
2025-09-10 00:01:24.329 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [usage.session_depth] flags=['repeat_freq_sparse']
2025-09-10 00:01:24.329 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [usage.session_depth] gaps=['Repeat cadence data is missing for one user; instrument repeats_per_week for at least 80% of active users to verify repeat usage.']
2025-09-10 00:01:24.329 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.usage.drilldown
2025-09-10 00:01:24.356 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:27.293 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2937.69 ms)
2025-09-10 00:01:27.294 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.drilldown (2964.50 ms)
2025-09-10 00:01:27.294 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [usage.drilldown] score=2 | rationale=Drill actions account for approximately 14% of sessions, indicating limited adoption. The lack of user diversity across departments restricts the breadth of usage.
2025-09-10 00:01:27.294 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [usage.drilldown] flags=['limited_breadth']
2025-09-10 00:01:27.294 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [usage.drilldown] gaps=['Department spread unknown → report drilldown usage by dept/team → show broad spread across ≥3 BUs (unlocks score 4).', 'Stability unverified → include 4-week drilldown time series → demonstrate non-declining trend (supports score 4–5).']
2025-09-10 00:01:27.294 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.refresh_timeliness
2025-09-10 00:01:27.366 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:29.532 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (2166.11 ms)
2025-09-10 00:01:29.533 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.refresh_timeliness (2238.53 ms)
2025-09-10 00:01:29.533 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [reliability.refresh_timeliness] score=5 | rationale=100% of high-priority dashboards are within SLA, with no critical stales present. All dashboards are refreshed on the same day, ensuring timely access to high-priority content.
2025-09-10 00:01:29.533 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.features.cross_links
2025-09-10 00:01:29.603 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:33.032 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (3429.14 ms)
2025-09-10 00:01:33.033 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.features.cross_links (3500.10 ms)
2025-09-10 00:01:33.033 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [features.cross_links] score=3 | rationale=Two out of three dashboards are linked, indicating a moderate level of connectivity; however, the link usage is concentrated between just two dashboards, leading to uneven traversal patterns.
2025-09-10 00:01:33.033 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [features.cross_links] flags=['distribution_skewed']
2025-09-10 00:01:33.034 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [features.cross_links] gaps=['Link usage is concentrated on two dashboards; increase link enablement and usage across all dashboards to achieve a more balanced distribution and potentially unlock a higher score.']
2025-09-10 00:01:33.034 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.governance.coverage
2025-09-10 00:01:33.092 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-10 00:01:38.767 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (5674.20 ms)
2025-09-10 00:01:38.767 | INFO     | bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.governance.coverage (5733.30 ms)
2025-09-10 00:01:38.768 | INFO     | bi_tracker_agent.llm_engine:score_metric:1048 - [governance.coverage] score=2 | rationale=While two dashboards are certified and have assigned owners, the third dashboard lacks certification and metadata, indicating significant governance gaps. The absence of an owner for the non-certified dashboard is a critical issue.
2025-09-10 00:01:38.768 | INFO     | bi_tracker_agent.llm_engine:score_metric:1050 - [governance.coverage] flags=['missing_owner', 'metadata_gaps']
2025-09-10 00:01:38.768 | INFO     | bi_tracker_agent.llm_engine:score_metric:1052 - [governance.coverage] gaps=["Missing owner and certification for 'kpi_sales' is critical; all dashboards should be certified and owned.", "Metadata is incomplete for 'kpi_sales'; enforce template compliance to ensure all dashboards have essential metadata fields."]
2025-09-10 00:01:38.768 | INFO     | bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.data.source_diversity
